# id	name	description	rgb
30544	Cromwell	Defender	A9E89C
30545	Proton	Defender	A9E89C
30546	Dinkey	Defender	A9E89C
30547	Tardyon	Defender	A9E89C
30548	Nathan	Defender	A9E89C
30549	Ghouliff Droopstone		A9E89C
30550	Gauri Twinklerock		A9E89C
30551	Tink Wandergold		A9E89C
30552	Kiril Sparkystone		A9E89C
30553	Maryse Redbonnet		A9E89C
30554	Bolter	Miner	A9E89C
30555	Torocco	Carrier	A9E89C
30556	Toma	Master	A9E89C
30557	Torai		A9E89C
30558	Jakal	Trader	A9E89C
30559	Kunai	Trader	A9E89C
30560	Uska	Trader	A9E89C
30561	Papuma	Trader	A9E89C
30562	Grookin	Warehouse Keeper	A9E89C
30563	Imantu	Warehouse Freightman	A9E89C
30564	Sumari	Blacksmith	A9E89C
30565	Kakai	Flame Lord	A9E89C
30566	Varkees	"Atuba Chief"	A9E89C
30567	Tantus	"Neruga Chief"	A9E89C
30568	Hatos	Urutu Chief	A9E89C
30569	Brukurse	Prefect	A9E89C
30570	Karukia	Prefect	A9E89C
30571	Tanapi	Seer	A9E89C
30572	Livina	Seer	A9E89C
30573	Vulkus	"Flame Guardian"	A9E89C
30575	Newbie Helper		A9E89C
30576	Tamil	Gatekeeper	A9E89C
30577	Rukain	Praetorian	A9E89C
30578	Nakusin	Centurion	A9E89C
30579	Tamai	Centurion	A9E89C
30580	Parugon	Centurion	A9E89C
30581	Orinak	Centurion	A9E89C
30582	Tiku	Centurion	A9E89C
30583	Petukai	Centurion	A9E89C
30584	Vapook	Centurion	A9E89C
30585	Tataru Zu Hestui		A9E89C
30586	Anai Zu Neruga		A9E89C
30587	Gantaki Zu Urutu		A9E89C
30588	Takia Zu Duda-Mara		A9E89C
30589	Kazkin Zu Gandi		A9E89C
30590	Rosheek	"Khavatari"	A9E89C
30591	Toruku	"Khavatari"	A9E89C
30592	Hestui Totem Spirit		A9E89C
30593	Duda-Mara Totem Spirit		A9E89C
30594	Ranspo	"Warehouse Chief"	A9E89C
30595	Opix	Head Blacksmith	A9E89C
30596	Harkel	Partisan Doorman	A9E89C
30597	Piotur		A9E89C
30598	Newbie Guide		A9E89C
30599	Newbie Guide		A9E89C
30600	Newbie Guide		A9E89C
30601	Newbie Guide		A9E89C
30602	Newbie Guide		A9E89C
30608	Maria		A9E89C
30609	Creta	Astrologer	A9E89C
30610	Cronos	Elder	A9E89C
30611	Triff	Drunkard	A9E89C
30612	Casian	Elder	A9E89C
30613	Alders Spirit		A9E89C
30614	Metheus	Brother	A9E89C
30615	Voltar	Breka Chief	A9E89C
30616	Kepra	Enku Chief	A9E89C
30617	Burai	Turek Chief	A9E89C
30618	Harak	Leunt Chief	A9E89C
30619	Driko	Vuku Chief	A9E89C
30620	Emily		A9E89C
30621	Nikola	Maestro	A9E89C
30622	Box Of Titan		A9E89C
30623	Kaien	Duelist	A9E89C
30624	Ascalon	Veteran	A9E89C
30625	Mason		A9E89C
30626	Hamil	Sagittarius	A9E89C
30627	Tree		A9E89C
30628	Strong Wooden Chest		A9E89C
30629	Rukal	Bard	A9E89C
30630	Orim	Shadow	A9E89C
30631	Roderik	Warden	A9E89C
30632	Endrigo	Warden	A9E89C
30633	Evert	Fisher	A9E89C
30634	Galatea	High Summoner	A9E89C
30635	Almors	Summoner	A9E89C
30636	Camoniell	Summoner	A9E89C
30637	Belthus	Summoner	A9E89C
30638	Basilla	Summoner	A9E89C
30639	Celestiel	Summoner	A9E89C
30640	Brynthea	Summoner	A9E89C
30641	Takuna	Duda-Mara Chief	A9E89C
30642	Chianta	Gandi Chief	A9E89C
30643	First Orc		A9E89C
30644	Kash		A9E89C
30645	Martien		A9E89C
30646	Raldo	Champion	A9E89C
30647	Chest Of Shyslassys		A9E89C
30648	Santiago	Hermit	A9E89C
30649	Ancestor Martankus		A9E89C
30650	Gerald	Priest of the Earth	A9E89C
30651	Dorf	Wanderer	A9E89C
30652	Uruha		A9E89C
30653	Sir Aron Tanford		A9E89C
30654	Sir Kiel Nighthawk		A9E89C
30655	Isael Silvershadow		A9E89C
30656	Spirit Of Sir Talianus		A9E89C
30657	Seresin	"Cardinal"	A9E89C
30658	Gupu	Father	A9E89C
30659	Orphan Girl		A9E89C
30660	Windy Shaoring		A9E89C
30661	Mysterious Dark Elf		A9E89C
30662	Piper Longbow		A9E89C
30663	Slein Shining Blade		A9E89C
30664	Kein Flying Knife		A9E89C
30665	Kristina	Saint	A9E89C
30666	Sla	Preacher	A9E89C
30667	Ramus		A9E89C
30668	Katari		A9E89C
30669	Kakan		A9E89C
30670	Nyakuri		A9E89C
30671	Croto	Chief	A9E89C
30672	Dubabah	Jailer	A9E89C
30673	Lorain	Researcher	A9E89C
30674	Daurin Hammercrush		A9E89C
30675	Corpse Of Kamur		A9E89C
30676	Croop	"Warehouse Chief"	A9E89C
30677	Flutter	Head Blacksmith	A9E89C
30678	Helton	Blacksmith	A9E89C
30679	Roameria	Master	A9E89C
30680	Egnos	Priest	A9E89C
30681	Karia	"High Prefect"	A9E89C
30682	Pekiron	Seer	A9E89C
30683	Daunt	Prefect	A9E89C
30684	Viktor	Trader	A9E89C
30685	Baxt	"Warehouse Chief"	A9E89C
30686	Silva	Warehouse Freightman	A9E89C
30687	Vergara	Head Blacksmith	A9E89C
30688	Duning	Blacksmith	A9E89C
30689	Siria	Grand Master	A9E89C
30690	Luther	Master	A9E89C
30691	Aren Athebalt	Master	A9E89C
30692	Stedmiel	Master	A9E89C
30693	Queenien	Master	A9E89C
30694	Scraide	Grand Magister	A9E89C
30695	Moses	Magister	A9E89C
30696	Page	Magister	A9E89C
30697	Videlrien	Magister	A9E89C
30698	Evelyn	Magister	A9E89C
30699	Medown	Grand Master	A9E89C
30700	Prestan	Master	A9E89C
30701	Errickin	Magister	A9E89C
30702	Bernard	Guild President	A9E89C
30703	Colin	Guild President	A9E89C
30704	Garvarentz	"High Prefect"	A9E89C
30705	Chakiris	Prefect	A9E89C
30706	Lazenby	Seer	A9E89C
30707	Raigen	Captain	A9E89C
30708	Nasign	Guard	A9E89C
30709	Norton	Guard	A9E89C
30710	Weston	Guard	A9E89C
30711	Byron	Guard	A9E89C
30712	Makhis	Guard	A9E89C
30713	Gardner	Guard	A9E89C
30714	Paros	Guard	A9E89C
30715	Marina	Magister	A9E89C
30716	Cecile	Gatekeeper	A9E89C
30717	Gauen	Magister	A9E89C
30718	Joan	Magister	A9E89C
30719	Mariell	Gatekeeper	A9E89C
30720	Kaiena	Magister	A9E89C
30721	Ladd	Magister	A9E89C
30722	Merian	Gatekeeper	A9E89C
30723	Roy	Captain	A9E89C
30724	Tavillian	Guard	A9E89C
30725	Yening	Guard	A9E89C
30726	Tebose	Guard	A9E89C
30727	Verona	Gatekeeper	A9E89C
30728	Leirynn	Militiaman	A9E89C
30729	Borys	Drunkard	A9E89C
30730	Jax	Bodyguard	A9E89C
30731	Martin	Pet Manager	A9E89C
30732	Ol Mahum Pilgrim		A9E89C
30733	Guard		A9E89C
30734	Supply Box On Wharf		A9E89C
30735	Sophya	Mercenary Captain	A9E89C
30736	Redfoot	Mercenary	A9E89C
30737	Morgan	Guildsman	A9E89C
30738	Matild	Alchemist	A9E89C
30739	Keltir	"Royal Servant"	A9E89C
30740	Toad	"Royal Servant"	A9E89C
30741	Rabbit	"Royal Servant"	A9E89C
30742	Rupina	Fairy of Love	A9E89C
30743	Wisdom Chest		A9E89C
30744	Grey	Guild Member	A9E89C
30745	Tor	Guild Member	A9E89C
30746	Cybellin		A9E89C
30747	Mimyu	Fairy	A9E89C
30748	Exarion	Drake	A9E89C
30749	Zwov	Drake	A9E89C
30750	Kalibran	Drake	A9E89C
30751	Suzet	Wyrm	A9E89C
30752	Shamhai	Wyrm	A9E89C
30753	Gabrielle		A9E89C
30754	Gilmore	Antharas Watchman	A9E89C
30755	Theodric	Antharas Watchman	A9E89C
30756	Sir Kristof Rodemai		A9E89C
30757	Statue Of Offering		A9E89C
30758	Athrea	Witch	A9E89C
30759	Kalis	Witch	A9E89C
30760	Sir Gustav Athebaldt		A9E89C
30761	Corpse Of Fritz		A9E89C
30762	Corpse Of Lutz		A9E89C
30763	Corpse Of Kurtz		A9E89C
30764	Balthazar		A9E89C
30765	Imperial Coffer		A9E89C
30766	Cleo	Witch	A9E89C
30767	Auctioneer		A9E89C
30768	Auctioneer		A9E89C
30769	Auctioneer		A9E89C
30770	Auctioneer		A9E89C
30771	Auctioneer		A9E89C
30772	Wilson	Clan Hall Gatekeeper	A9E89C
30773	Todd	Clan Hall Gatekeeper	A9E89C
30827	Lundy	"Pet Manager"	A9E89C
30828	Waters	"Pet Manager"	A9E89C
30829	Cooper	"Pet Manager"	A9E89C
30830	Joey	"Pet Manager"	A9E89C
30831	Nelson	"Pet Manager"	A9E89C
30832	Hardin		A9E89C
30833	Kaspar	Magister	A9E89C
30834	Cema	Magic Trader	A9E89C
30835	Icarus	Lich King	A9E89C
30836	Minerva	Gatekeeper	A9E89C
30837	Woodrow	Trader	A9E89C
30838	Woodley	Trader	A9E89C
30839	Holly	Trader	A9E89C
30840	Lorenzo	Trader	A9E89C
30841	Carson	Trader	A9E89C
30842	Alexis	Trader	A9E89C
30843	Romp	Warehouse Freightman	A9E89C
30844	Walderal	Warehouse Keeper	A9E89C
30845	Klump	"Warehouse Chief"	A9E89C
30846	Wilbert	Blacksmith	A9E89C
30847	Ferris	Head Blacksmith	A9E89C
30848	Elisa	Gatekeeper	A9E89C
30849	Sedrick	Grand Master	A9E89C
30850	Aiken	Master	A9E89C
30851	Kendra	Master	A9E89C
30852	Sinden	Master	A9E89C
30853	Raien	Master	A9E89C
30854	Drikiyan	Grand Magister	A9E89C
30855	Desmond	Magister	A9E89C
30856	Winonin	Magister	A9E89C
30857	Orven	High Priest	A9E89C
30858	Ross	Priest	A9E89C
30859	Vivyan	Priestess	A9E89C
30860	Flownia	Priestess	A9E89C
30861	Leonard	Priest	A9E89C
30862	Oltlin	Grand Master	A9E89C
30863	Ghest	Master	A9E89C
30864	Hanellin	Magister	A9E89C
30865	Ladanza	"High Prefect"	A9E89C
30866	Marestella	Prefect	A9E89C
30867	Reva	Seer	A9E89C
30868	Sir Eric Rodemai		A9E89C
30869	Lemper	Pet Manager	A9E89C
30870	Kurtiz	Captain	A9E89C
30871	Bret	Guard	A9E89C
30872	Conroy	Guard	A9E89C
30873	Coleman	Guard	A9E89C
30874	Aldis	Guard	A9E89C
30875	Carlton	Guard	A9E89C
30876	Eastan	Guard	A9E89C
30877	Grayson	Guard	A9E89C
30878	Angelina	Gatekeeper	A9E89C
30879	Felton	Wharf Manager	A9E89C
30880	Viktor Van Dake	Border Outpost Captain	A9E89C
30881	Sanders	Border Outpost Aide	A9E89C
30882	Frontier Guard		A9E89C
30883	Frontier Guard		A9E89C
30884	Frontier Guard		A9E89C
30885	Frontier Guard		A9E89C
30886	Frontier Guard		A9E89C
30887	Frontier Guard		A9E89C
30888	Frontier Guard		A9E89C
30889	Frontier Guard		A9E89C
30890	Espen	Trader	A9E89C
30891	Verona	Trader	A9E89C
30892	Enverun	Trader	A9E89C
30893	Payel	Trader	A9E89C
30894	Natools	"Warehouse Chief"	A9E89C
30895	Kluck	Warehouse Freightman	A9E89C
30896	Mia	Warehouse Keeper	A9E89C
30897	Roman	Head Blacksmith	A9E89C
30898	Morning	Blacksmith	A9E89C
30899	Flauen	Gatekeeper	A9E89C
30900	Marcus	Grand Master	A9E89C
30901	Arti	Master	A9E89C
30902	Karuna	Master	A9E89C
30903	Traus	Master	A9E89C
30904	Naiel	Master	A9E89C
30905	Squillari	High Priest	A9E89C
30906	Ranton	Priest	A9E89C
30907	Minevia	Magister	A9E89C
30908	Tanios	Priest	A9E89C
30909	Anabel	Magister	A9E89C
30910	Xairakin	Grand Master	A9E89C
30911	Brikus	Master	A9E89C
30912	Xenovia	Magister	A9E89C
30913	Tushku	"High Prefect"	A9E89C
30914	Sorbo	Prefect	A9E89C
30915	Takina	Seer	A9E89C
30916	Gosta	Captain	A9E89C
30917	Dupuis	Guard	A9E89C
30918	Kent	Guard	A9E89C
30919	Rodic	Guard	A9E89C
30920	Kraisen	Guard	A9E89C
30921	Timos	Guard	A9E89C
30922	Cage	Guard	A9E89C
30923	Dunst	Guard	A9E89C
30924	Nedy	Wharf Manager	A9E89C
30925	Morelyn	High Priestess	A9E89C
30926	Restina	Priestess	A9E89C
30927	Alicia	Priestess	A9E89C
30928	Fenster	Mercenary	A9E89C
30929	Patrin	Antique Dealer	A9E89C
30930	Rogent	Antique Appraiser	A9E89C
30931	Bentley		A9E89C
30932	Benica		A9E89C
30933	Braki		A9E89C
30934	Marsha	Collector	A9E89C
30935	Trumpin	Collector	A9E89C
30936	Malcom1	Level 70 Frog Prince	A9E89C
30937	Malcom2	Level 70 Wild Boar Prince	A9E89C
30938	Malcom3	Level 70 Orc Prince	A9E89C
30939	Malcom4	Level 70 Prince of Darkness	A9E89C
30940	Malcom5	Level 70 Gremlin Prince	A9E89C
30941	Malcom6	Level 70 Prince of Wild Beast	A9E89C
30942	Malcom7	Level 70 Monster Eye Prince	A9E89C
30943	Malcom8	Level 70 Rabbit Prince	A9E89C
30944	Malcom9	Human Prince	A9E89C
30945	Malcom10	Prince	A9E89C
30946	Lucianne Tanford		A9E89C
30947	Rerikya		A9E89C
30948	Meridien		A9E89C
30949	Keplon	Researcher	A9E89C
30950	Euclie	Researcher	A9E89C
30951	Pithgon	Researcher	A9E89C
30952	Dimensional Vortex 1		A9E89C
30953	Dimensional Vortex 2		A9E89C
30954	Dimensional Vortex 3		A9E89C
30955	Gillian's Revenant		A9E89C
30956	Nanarin	Musician	A9E89C
30957	Swan	Bard	A9E89C
30958	Galion		A9E89C
30959	Barbado	Musician	A9E89C
30960	Beer Chest		A9E89C
30961	Cloth Chest		A9E89C
30962	Statue of Water		A9E89C
30963	Statue of Fire		A9E89C
30964	Statue of Wind		A9E89C
30965	Statue of Earth		A9E89C
30966	Statue of Darkness		A9E89C
30967	Statue of Light		A9E89C
30968	Jennifer	Lady Orc	A9E89C
30969	Iason Heine		A9E89C
30970	Dorothy	"Locksmith"	A9E89C
30971	Orpheus	"Mad Doctor"	A9E89C
30972	Orpheus Resurrecter		A9E89C
30973	Medium Jar		A9E89C
30974	Oliver	Resurrected Adventurer	A9E89C
30975	Clarine	Resurrected Adventurer	A9E89C
30976	Resurrected Town Maiden		A9E89C
30977	Holy Ark of Secrecy 1		A9E89C
30978	Holy Ark of Secrecy 2		A9E89C
30979	Holy Ark of Secrecy 3		A9E89C
30980	Ark Guardian's Corpse		A9E89C
30981	Black Judge		A9E89C
30982	Sleeping Ant Larva1		A9E89C
30983	Sleeping Ant Larva2		A9E89C
30984	Sleeping Ant Larva3		A9E89C
30985	Sleeping Ant Larva4		A9E89C
30986	Sleeping Ant Larva5		A9E89C
30987	Sleeping Ant Larva6		A9E89C
30988	Verce	"Leathersmith"	A9E89C
30989	Chest of Bifrons		A9E89C
30990	Lottery Ticket Seller		A9E89C
30991	Lottery Ticket Seller		A9E89C
30992	Lottery Ticket Seller		A9E89C
30993	Lottery Ticket Seller		A9E89C
30994	Lottery Ticket Seller		A9E89C
30995	Race Manager		A9E89C
31001	Claudia Athebalt		A9E89C
31002	Reorin	Maestro	A9E89C
31003	Here I Come		A9E89C
31004	Half Moon Love		A9E89C
31005	Everlasting		A9E89C
31006	Dark Side of the Moon		A9E89C
31007	Wind Rider		A9E89C
31008	Shooting Star		A9E89C
31009	Cyclone Thunder		A9E89C
31010	Hungry Baby		A9E89C
31011	Salty Dog		A9E89C
31012	Raging Revolution		A9E89C
31013	Valentine Blue		A9E89C
31014	Light My Fire		A9E89C
31015	Red Bullet		A9E89C
31016	Shining Silver		A9E89C
31017	Over the top		A9E89C
31018	Royal Straight		A9E89C
31019	All Seven		A9E89C
31020	Nasty Green		A9E89C
31021	Shortcut		A9E89C
31022	Typhoon Tiger		A9E89C
31023	Red Hot		A9E89C
31024	Galaxy Express		A9E89C
31025	Best Condition		A9E89C
31026	Albatross		A9E89C
31027	Coffer of the Dead		A9E89C
31028	Chest of Kernon		A9E89C
31029	Chest of Golkonda		A9E89C
31030	Chest of Hallate		A9E89C
31031	Broadcasting Tower		A9E89C
31032	Guard		A9E89C
31033	Sentinel		A9E89C
31034	Sentry		A9E89C
31035	Defender		A9E89C
31036	Centurion		A9E89C
31042	Kantabilon	Melody Maestro	A9E89C
31043	Octavia	Melody Maestro	A9E89C
31044	Galman	Valley Trader	A9E89C
31045	Kitzka	Valley Trader	A9E89C
31046	Marsden	Symbol Maker	A9E89C
31047	Kell	Symbol Maker	A9E89C
31048	McDermott	Symbol Maker	A9E89C
31049	Pepper	Symbol Maker	A9E89C
31050	Thora	Symbol Maker	A9E89C
31051	Keach	Symbol Maker	A9E89C
31052	Heid	Symbol Maker	A9E89C
31053	Kidder	Symbol Maker	A9E89C
31067	Rood	Pet Manager	A9E89C
31074	Corpse of Hutaku		A9E89C
31075	Sales Cat of Ivory Tower		A9E89C
31076	Newbie Guide		A9E89C
31077	Newbie Guide		A9E89C
31078	Priest of Dawn		A9E89C
31079	Priest of Dawn		A9E89C
31080	Priest of Dawn		A9E89C
31081	Priest of Dawn		A9E89C
31082	Priest of Dawn		A9E89C
31083	Priest of Dawn		A9E89C
31084	Priest of Dawn		A9E89C
31085	Dusk Priestess		A9E89C
31086	Dusk Priestess		A9E89C
31087	Dusk Priestess		A9E89C
31088	Dusk Priestess		A9E89C
31089	Dusk Priestess		A9E89C
31090	Dusk Priestess		A9E89C
31091	Dusk Priestess		A9E89C
31092	Black Marketeer of Mammon		A9E89C
31093	Preacher of Doom		A9E89C
31094	Orator of Revelations		A9E89C
31095	Gatekeeper Ziggurat		A9E89C
31096	Gatekeeper Ziggurat		A9E89C
31097	Gatekeeper Ziggurat		A9E89C
31098	Gatekeeper Ziggurat		A9E89C
31099	Gatekeeper Ziggurat		A9E89C
31100	Gatekeeper Ziggurat		A9E89C
31101	Gatekeeper Ziggurat		A9E89C
31102	Gatekeeper Ziggurat		A9E89C
31103	Gatekeeper Ziggurat		A9E89C
31104	Gatekeeper Ziggurat		A9E89C
31105	Gatekeeper Ziggurat		A9E89C
31106	Gatekeeper Ziggurat		A9E89C
31107	Gatekeeper Ziggurat		A9E89C
31108	Gatekeeper Ziggurat		A9E89C
31109	Gatekeeper Ziggurat		A9E89C
31110	Gatekeeper Ziggurat		A9E89C
31111	Gatekeeper Spirit		A9E89C
31112	Gatekeeper Spirit		A9E89C
31113	Merchant of Mammon		A9E89C
31114	Gatekeeper Ziggurat		A9E89C
31115	Gatekeeper Ziggurat		A9E89C
31116	Gatekeeper Ziggurat		A9E89C
31117	Gatekeeper Ziggurat		A9E89C
31118	Gatekeeper Ziggurat		A9E89C
31119	Gatekeeper Ziggurat		A9E89C
31120	Gatekeeper Ziggurat		A9E89C
31121	Gatekeeper Ziggurat		A9E89C
31122	Gatekeeper Ziggurat		A9E89C
31123	Gatekeeper Ziggurat		A9E89C
31124	Gatekeeper Ziggurat		A9E89C
31125	Gatekeeper Ziggurat		A9E89C
31126	Blacksmith of Mammon		A9E89C
31127	Festival Guide	Level 31 and Below	A9E89C
31128	Festival Guide	Level 42 and Below	A9E89C
31129	Festival Guide	Level 53 and Below	A9E89C
31130	Festival Guide	Level 64 and Below	A9E89C
31131	Festival Guide	No Level Limit	A9E89C
31132	Festival Witch		A9E89C
31133	Festival Witch		A9E89C
31134	Festival Witch		A9E89C
31135	Festival Witch		A9E89C
31136	Festival Witch		A9E89C
31137	Festival Guide	Level 31 and Below	A9E89C
31138	Festival Guide	Level 42 and Below	A9E89C
31139	Festival Guide	Level 53 and Below	A9E89C
31140	Festival Guide	Level 64 and Below	A9E89C
31141	Festival Guide	No Level Limit	A9E89C
31142	Festival Witch		A9E89C
31143	Festival Witch		A9E89C
31144	Festival Witch		A9E89C
31145	Festival Witch		A9E89C
31146	Festival Witch		A9E89C
31147	Sobling	Head Researcher	A9E89C
31148	Pirate's Chest		A9E89C
31149	Alchemist's Mixing Urn		A9E89C
31168	Priest of Dawn		A9E89C
31169	Dusk Priestess		A9E89C
31170	Crest of Dawn		A9E89C
31171	Crest of Dusk		A9E89C
31172	Preacher of Doom		A9E89C
31173	Orator of Revelations		A9E89C
31174	Preacher of Doom		A9E89C
31175	Orator of Revelations		A9E89C
31176	Preacher of Doom		A9E89C
31177	Orator of Revelations		A9E89C
31178	Preacher of Doom		A9E89C
31179	Orator of Revelations		A9E89C
31180	Preacher of Doom		A9E89C
31181	Orator of Revelations		A9E89C
31182	Preacher of Doom		A9E89C
31183	Orator of Revelations		A9E89C
31184	Preacher of Doom		A9E89C
31185	Orator of Revelations		A9E89C
31186	Preacher of Doom		A9E89C
31187	Orator of Revelations		A9E89C
31188	Preacher of Doom		A9E89C
31189	Orator of Revelations		A9E89C
31190	Preacher of Doom		A9E89C
31191	Orator of Revelations		A9E89C
31192	Preacher of Doom		A9E89C
31193	Orator of Revelations		A9E89C
31194	Preacher of Doom		A9E89C
31195	Orator of Revelations		A9E89C
31196	Preacher of Doom		A9E89C
31197	Orator of Revelations		A9E89C
31198	Preacher of Doom		A9E89C
31199	Orator of Revelations		A9E89C
31200	Preacher of Doom		A9E89C
31201	Orator of Revelations		A9E89C
31202	Maximus		A9E89C
31203	Moon Dancer		A9E89C
31204	Georgio		A9E89C
31205	Katz		A9E89C
31206	Ten Ten		A9E89C
31207	Sardinia		A9E89C
31208	La Grange		A9E89C
31209	Misty Rain		A9E89C
31210	Race Track Gatekeeper		A9E89C
31211	Race Track Guide		A9E89C
31212	Event Gatekeeper		A9E89C
31213	Event Gatekeeper		A9E89C
31214	Event Gatekeeper		A9E89C
31215	Event Gatekeeper		A9E89C
31216	Event Gatekeeper		A9E89C
31217	Event Gatekeeper		A9E89C
31218	Event Gatekeeper		A9E89C
31219	Event Gatekeeper		A9E89C
31220	Event Gatekeeper		A9E89C
31221	Event Gatekeeper		A9E89C
31222	Event Gatekeeper		A9E89C
31223	Event Gatekeeper		A9E89C
31224	Event Gatekeeper		A9E89C
31225	Arena Manager		A9E89C
31226	Arena Director		A9E89C
31227	Buzz the Cat	Event Manager	A9E89C
31228	Roy the Cat	Event Manager	A9E89C
31229	Winnie the Cat	Event Manager	A9E89C
31230	Louie the Cat	Event Manager	A9E89C
31231	Preacher of Doom	"Level 70"	A9E89C
31232	Preacher of Doom	"Level 70"	A9E89C
31233	Preacher of Doom	"Level 70"	A9E89C
31234	Preacher of Doom	"Level 70"	A9E89C
31235	Preacher of Doom	"Level 70"	A9E89C
31236	Preacher of Doom	"Level 70"	A9E89C
31237	Preacher of Doom	"Level 70"	A9E89C
31238	Preacher of Doom	"Level 70"	A9E89C
31239	Preacher of Doom	"Level 70"	A9E89C
31240	Preacher of Doom	"Level 70"	A9E89C
31241	Preacher of Doom	"Level 70"	A9E89C
31242	Preacher of Doom	"Level 70"	A9E89C
31243	Preacher of Doom	"Level 70"	A9E89C
31244	Preacher of Doom	"Level 70"	A9E89C
31245	Preacher of Doom	"Level 70"	A9E89C
31246	Preacher of Doom	"Level 70"	A9E89C
31247	Orator of Revelations	"Level 70"	A9E89C
31248	Orator of Revelations	"Level 70"	A9E89C
31249	Orator of Revelations	"Level 70"	A9E89C
31250	Orator of Revelations	"Level 70"	A9E89C
31251	Orator of Revelations	"Level 70"	A9E89C
31252	Orator of Revelations	"Level 70"	A9E89C
31253	Orator of Revelations	"Level 70"	A9E89C
31254	Orator of Revelations	"Level 70"	A9E89C
31255	Buzz the Cat	Event Manager	A9E89C
31256	Leon	Trader	A9E89C
31257	Veronica	Trader	A9E89C
31258	Helmut	Trader	A9E89C
31259	Janne	Trader	A9E89C
31260	Judith	Trader	A9E89C
31261	Renee	Trader	A9E89C
31262	Rupert	Trader	A9E89C
31263	Liesel	Trader	A9E89C
31264	Olsun	Symbol Maker	A9E89C
31265	Annette	Pet Manager	A9E89C
31266	Kaiser		A9E89C
31267	Lietta	Warehouse Keeper	A9E89C
31268	Hakon	Warehouse Keeper	A9E89C
31269	Mona	Warehouse Chief	A9E89C
31270	Stefano	Warehouse Freightman	A9E89C
31271	Hilda	Blacksmith	A9E89C
31272	Noel	Head Blacksmith	A9E89C
31273	Borodin	Blueprint Seller	A9E89C
31274	Fundin	Mineral Trader	A9E89C
31275	Tatiana	Gatekeeper	A9E89C
31276	Bernhard	Grand Master	A9E89C
31277	Felix	Master	A9E89C
31278	Bronwyn	Master	A9E89C
31279	Gregory	High Priest	A9E89C
31280	Bastian	Priest	A9E89C
31281	Cerenas	Priest	A9E89C
31282	Justin	Magister	A9E89C
31283	Alminas	Magister	A9E89C
31284	Elena	Spellbook Seller	A9E89C
31285	Samael	Grand Master	A9E89C
31286	Drakon	Master	A9E89C
31287	Kamilen	Magister	A9E89C
31288	Aklan	High Prefect	A9E89C
31289	Lakan	Prefect	A9E89C
31290	Skahi	Seer	A9E89C
31291	Terava	Amulet Seller	A9E89C
31292	Andrei	Captain	A9E89C
31293	Gunter	Guard	A9E89C
31294	Sven	Guard	A9E89C
31295	Henrik	Guard	A9E89C
31296	Cadmon	Guard	A9E89C
31297	Bayard	Guard	A9E89C
31298	Ulrich	Guard	A9E89C
31299	Eugen	Guard	A9E89C
31300	Drumond	Trader	A9E89C
31301	Nils	Trader	A9E89C
31302	Vladimir	Trader	A9E89C
31303	Alisha	Trader	A9E89C
31304	Astrid	Trader	A9E89C
31305	Candice	Trader	A9E89C
31306	Natasha	Trader	A9E89C
31307	Weber	Trader	A9E89C
31308	Achim	Symbol Maker	A9E89C
31309	Woods	Pet Manager	A9E89C
31310	Rafael		A9E89C
31311	Hugin	Warehouse Keeper	A9E89C
31312	Durin	Warehouse Keeper	A9E89C
31313	Lunin	Warehouse Keeper	A9E89C
31314	Donal	Warehouse Chief	A9E89C
31315	Daisy	Warehouse Freightman	A9E89C
31316	Vincenz	Blacksmith	A9E89C
31317	Lombert	Head Blacksmith	A9E89C
31318	Greta	Blueprint Seller	A9E89C
31319	Hans	Mineral Trader	A9E89C
31320	Ilyana	Gatekeeper	A9E89C
31321	Siegmund	Grand Master	A9E89C
31322	Erian	Master	A9E89C
31323	Beryl	Master	A9E89C
31324	Andromeda	Grand Master	A9E89C
31325	Themis	Master	A9E89C
31326	Lambac	High Prefect	A9E89C
31327	Tazki	Prefect	A9E89C
31328	Innocentin	High Priest	A9E89C
31329	Eliyah	Priest	A9E89C
31330	Wagner	Priest	A9E89C
31331	Valdis	Grand Magister	A9E89C
31332	Amelia	Magister	A9E89C
31333	Rumiel	Magister	A9E89C
31334	Tifaren	Grand Magister	A9E89C
31335	Kayan	Magister	A9E89C
31336	Rahorakti	Grand Seer	A9E89C
31337	Mekara	Seer	A9E89C
31338	Anton	Spellbook Seller	A9E89C
31339	Hakran	Amulet Seller	A9E89C
31340	Mathias	Captain	A9E89C
31341	Richtor	Guard	A9E89C
31342	Dimitri	Guard	A9E89C
31343	Bellard	Guard	A9E89C
31344	Schmidt	Guard	A9E89C
31345	Ian	Guard	A9E89C
31346	Sirius	Guard	A9E89C
31347	Burke	Guard	A9E89C
31348	Agripel	High Priest	A9E89C
31349	Benedict	Priest	A9E89C
31350	Dominic	Priest	A9E89C
31351	Volker	Wharf Manager	A9E89C
